multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio
3451,M431ZW,2022-04-29,20:27,97.0,60,AV SIEMPRE VIVA,R02,PAGADA,37.0,34.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
3453,CT5B876,2022-06-28,11:22,87.0,40,AV LIBERTADOR,,APELADA,47.0,45.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,85.71
3456,BHRP770,2023-12-08,20:27,106.0,60,AV LIBERTADOR,R01,ERROR,46.0,43.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
3464,FVIOUHP,1932-01-01,10:22,146.0,80,RUTA 9,R02,IMPAGA,66.0,62.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,85.71
3471,HF58HXP,2021-06-21,16:01,91.0,40,AV SIEMPRE VIVA,R02,IMPAGA,51.0,49.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
3474,HF3461,1932-01-01,20:28,99.0,80,RUTA 9,R01,IMPAGA,19.0,15.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3478,HF3461,2020-06-14,20:28,50.0,40,AV SIEMPRE VIVA,R03,IMPAGA,10.0,8.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3485,5777770,1932-01-01,16:02,76.0,40,AV LIBERTADOR,R02,APELADA,36.0,34.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
3487,GCP332,2023-03-03,11:23,128.0,60,AV LIBERTADOR,R02,IMPAGA,68.0,65.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
3488,VY90540,2022-06-23,00:00,91.0,80,AV SIEMPRE VIVA,R01,PAGADA,11.0,7.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
3489,3646HBH,2022-04-24,11:23,82.0,40,AV LIBERTADOR,R03,APELADA,42.0,40.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
3503,AI7OVF,1932-01-01,00:00,90.0,40,AV LIBERTADOR,R01,IMPAGA,50.0,48.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AI70VF,83.33
3518,MPX9357,2021-01-24,10:24,103.0,60,AV LIBERTADOR,R02,APELADA,43.0,40.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3532,5777770,1932-01-01,10:25,65.0,40,AV SIEMPRE VIVA,R02,APELADA,25.0,23.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
3537,5777770,1932-01-01,10:26,80.0,40,AV SIEMPRE VIVA,R01,IMPAGA,40.0,38.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
3542,BM351,2023-10-26,16:05,49.0,40,RUTA 9,R02,IMPAGA,9.0,7.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
3555,3646HBH,2020-06-29,16:05,104.0,80,RUTA 9,R03,APELADA,24.0,20.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
3562,BM351,1932-01-01,11:26,155.0,80,AV SIEMPRE VIVA,R03,PAGADA,75.0,71.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
3566,UM96201,2020-03-21,11:26,68.0,60,RUTA 9,R02,APELADA,8.0,5.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3569,BHRP770,1932-01-01,20:30,109.0,60,AV SIEMPRE VIVA,R01,ERROR,49.0,46.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
3584,MPX9357,1932-01-01,10:28,87.0,40,RUTA 9,R01,IMPAGA,47.0,45.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3586,MPX9357,2021-01-30,11:27,120.0,40,AV LIBERTADOR,R01,ERROR,80.0,78.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3587,GOOGLE,2021-06-08,20:31,64.0,60,AV LIBERTADOR,,PAGADA,4.0,1.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
3590,MPX9357,2021-06-19,11:27,99.0,80,AV SIEMPRE VIVA,R03,ERROR,19.0,15.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3599,W326AVE,2020-09-26,16:07,131.0,80,AV SIEMPRE VIVA,R03,ERROR,51.0,47.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
3600,HF58HXP,1932-01-01,16:07,129.0,80,RUTA 9,,APELADA,49.0,45.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
3614,BP717,2022-02-17,10:29,106.0,40,AV SIEMPRE VIVA,R01,PAGADA,66.0,64.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
3615,81ZFJD,2021-02-28,10:29,85.0,60,AV LIBERTADOR,,ERROR,25.0,22.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/02a6ef3d9bd68e91_patente.jpg,81ZFD,90.91
3629,UM96201,2020-07-03,11:28,92.0,80,AV SIEMPRE VIVA,R02,PAGADA,12.0,8.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3642,W326AVE,2021-07-18,16:10,90.0,60,AV LIBERTADOR,,PAGADA,30.0,27.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
3643,CT5B876,2020-09-06,10:30,122.0,60,RUTA 9,R02,APELADA,62.0,59.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,85.71
3654,W326AVE,1932-01-01,00:00,73.0,40,AV SIEMPRE VIVA,R01,PAGADA,33.0,31.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
3657,BM351,2023-07-16,10:31,67.0,60,AV SIEMPRE VIVA,R01,ERROR,7.0,4.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
3660,HF58HXP,2023-06-14,00:00,58.0,40,RUTA 9,R01,IMPAGA,18.0,16.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
3661,VNK296GP,2022-05-13,10:31,104.0,60,AV LIBERTADOR,R03,ERROR,44.0,41.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/16789af24af158d8_patente.jp2,NK226GP,80.0
3664,UM96201,1932-01-01,11:29,124.0,80,AV LIBERTADOR,,PAGADA,44.0,40.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3666,W326AVE,2020-08-28,16:11,117.0,40,AV SIEMPRE VIVA,R03,APELADA,77.0,75.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
3668,UM96201,2020-09-20,20:34,140.0,60,RUTA 9,,APELADA,80.0,77.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3676,HF3461,2021-10-21,10:31,126.0,80,AV SIEMPRE VIVA,,APELADA,46.0,42.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3679,HK06YMX,2023-10-25,16:12,108.0,40,AV LIBERTADOR,R02,PAGADA,68.0,66.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
3683,HK06YMX,2020-09-08,10:32,65.0,60,AV LIBERTADOR,R01,PAGADA,5.0,2.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
3703,HK06YMX,1932-01-01,11:30,156.0,80,AV LIBERTADOR,R02,APELADA,76.0,72.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
3707,XIIUME,1932-01-01,20:36,140.0,60,AV LIBERTADOR,R01,IMPAGA,80.0,77.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
3719,BM351,2023-12-24,11:30,92.0,80,AV LIBERTADOR,R03,APELADA,12.0,8.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
3724,W326AVE,2024-01-23,20:37,118.0,80,AV LIBERTADOR,R01,APELADA,38.0,34.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
3728,3646HBH,1932-01-01,10:33,138.0,60,AV LIBERTADOR,R01,APELADA,78.0,75.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
3730,J1S1,2023-04-26,20:37,126.0,80,RUTA 9,R01,PAGADA,46.0,42.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
3734,UM96201,2024-02-07,20:37,95.0,80,RUTA 9,R01,APELADA,15.0,11.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3744,GCP332,2024-02-04,10:34,83.0,60,RUTA 9,,ERROR,23.0,20.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
3745,VNK296GP,2021-10-29,10:34,79.0,40,RUTA 9,,IMPAGA,39.0,37.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/16789af24af158d8_patente.jp2,NK226GP,80.0
3746,GCP332,2020-07-17,20:38,110.0,80,AV LIBERTADOR,R03,APELADA,30.0,26.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
3748,J1S1,1932-01-01,00:00,80.0,60,AV LIBERTADOR,R01,IMPAGA,20.0,17.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
3752,J1S1,2020-11-12,16:15,47.0,40,RUTA 9,R03,ERROR,7.0,5.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
3757,GCP332,2023-03-09,11:32,88.0,40,RUTA 9,,ERROR,48.0,46.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
3758,VNK296GP,1932-01-01,10:34,49.0,40,RUTA 9,R03,PAGADA,9.0,7.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/16789af24af158d8_patente.jp2,NK226GP,80.0
3765,81ZFJD,1932-01-01,16:15,129.0,60,AV LIBERTADOR,R02,ERROR,69.0,66.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/02a6ef3d9bd68e91_patente.jpg,81ZFD,90.91
3767,BM351,2023-03-10,10:35,120.0,60,AV LIBERTADOR,R03,PAGADA,60.0,57.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
3768,VNK296GP,2020-07-27,00:00,137.0,80,RUTA 9,R03,APELADA,57.0,53.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/16789af24af158d8_patente.jp2,NK226GP,80.0
3773,HF3461,1932-01-01,20:40,76.0,40,AV LIBERTADOR,,IMPAGA,36.0,34.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3776,VNK296GP,1932-01-01,20:40,85.0,80,AV LIBERTADOR,R03,IMPAGA,5.0,1.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/16789af24af158d8_patente.jp2,NK226GP,80.0
3783,BB8986,1932-01-01,16:16,64.0,60,AV SIEMPRE VIVA,R01,PAGADA,4.0,1.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
3785,GOOGLE,2021-07-24,16:16,55.0,40,AV LIBERTADOR,R02,APELADA,15.0,13.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
3788,HF3461,2021-07-16,16:16,98.0,80,RUTA 9,R02,ERROR,18.0,14.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3792,M431ZW,2023-05-10,20:41,143.0,80,RUTA 9,R01,APELADA,63.0,59.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
3798,HF3461,2023-12-10,11:32,79.0,40,AV SIEMPRE VIVA,R02,PAGADA,39.0,37.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3807,691XC80,1932-01-01,16:17,128.0,80,AV LIBERTADOR,R01,PAGADA,48.0,44.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
3808,M431ZW,2022-09-16,10:36,76.0,40,AV LIBERTADOR,R03,APELADA,36.0,34.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
3817,XIIUME,2021-08-27,11:34,129.0,80,AV LIBERTADOR,,APELADA,49.0,45.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
3822,BM351,1932-01-01,00:00,81.0,60,AV LIBERTADOR,R02,ERROR,21.0,18.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
3827,M431ZW,2023-03-10,16:18,58.0,40,RUTA 9,R03,IMPAGA,18.0,16.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
3829,2999961,2020-08-01,00:00,109.0,80,AV SIEMPRE VIVA,R02,IMPAGA,29.0,25.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
3833,HF3461,2023-03-03,16:18,97.0,40,AV SIEMPRE VIVA,,PAGADA,57.0,55.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3840,GOOGLE,2023-05-21,16:19,94.0,80,AV LIBERTADOR,R02,ERROR,14.0,10.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
3844,691XC80,2023-11-12,11:35,111.0,40,AV SIEMPRE VIVA,R02,APELADA,71.0,69.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
3846,BP717,2022-07-17,16:19,94.0,40,AV LIBERTADOR,,ERROR,54.0,52.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
3851,XIIUME,2020-08-28,16:19,121.0,80,AV LIBERTADOR,,APELADA,41.0,37.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
3853,BP717,2021-07-26,11:35,105.0,80,AV LIBERTADOR,R02,PAGADA,25.0,21.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
3854,GOOGLE,2022-08-09,16:20,53.0,40,AV SIEMPRE VIVA,R01,ERROR,13.0,11.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
3860,3646HBH,1932-01-01,11:36,112.0,80,RUTA 9,R01,PAGADA,32.0,28.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
3861,81ZFJD,2020-10-07,20:44,150.0,80,AV LIBERTADOR,R01,IMPAGA,70.0,66.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/02a6ef3d9bd68e91_patente.jpg,81ZFD,90.91
3868,W326AVE,2023-04-12,11:36,139.0,60,RUTA 9,,IMPAGA,79.0,76.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
3870,3646HBH,2023-02-13,10:38,47.0,40,RUTA 9,R03,ERROR,7.0,5.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
3878,HF3461,2021-12-26,11:37,151.0,80,AV SIEMPRE VIVA,,APELADA,71.0,67.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3891,J1S1,1932-01-01,20:46,87.0,60,AV LIBERTADOR,R03,ERROR,27.0,24.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
3900,691XC80,2023-12-30,10:39,75.0,40,RUTA 9,R03,IMPAGA,35.0,33.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
3905,5777770,1932-01-01,00:00,108.0,80,RUTA 9,R02,PAGADA,28.0,24.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
3913,VNK296GP,2022-09-24,16:22,135.0,80,RUTA 9,R03,APELADA,55.0,51.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/16789af24af158d8_patente.jp2,NK226GP,80.0
3926,MVU4688,2022-06-21,20:47,130.0,60,AV LIBERTADOR,R01,PAGADA,70.0,67.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
3929,FVIOUHP,2022-01-19,11:39,141.0,80,AV SIEMPRE VIVA,,APELADA,61.0,57.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,85.71
3933,BP717,2021-05-22,11:39,80.0,40,RUTA 9,,PAGADA,40.0,38.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
3938,691XC80,2021-05-05,10:41,64.0,40,AV LIBERTADOR,R03,IMPAGA,24.0,22.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
3946,691XC80,2023-09-12,11:40,45.0,40,AV SIEMPRE VIVA,R02,ERROR,5.0,3.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
3950,XIIUME,2022-03-17,00:00,74.0,40,AV SIEMPRE VIVA,R01,IMPAGA,34.0,32.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
3956,81ZFJD,2020-10-30,11:41,118.0,80,AV LIBERTADOR,R01,APELADA,38.0,34.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/02a6ef3d9bd68e91_patente.jpg,81ZFD,90.91
3960,MPX9357,2020-09-17,11:41,124.0,60,AV LIBERTADOR,R03,APELADA,64.0,61.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3961,MVU4688,2023-10-28,20:48,108.0,60,AV SIEMPRE VIVA,R01,ERROR,48.0,45.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
3966,FD1475,2023-04-22,10:42,131.0,80,RUTA 9,R02,APELADA,51.0,47.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
3968,BB8986,2021-12-21,11:41,91.0,40,AV SIEMPRE VIVA,R01,IMPAGA,51.0,49.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
3973,589222,2020-08-24,20:48,98.0,80,AV SIEMPRE VIVA,R01,ERROR,18.0,14.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,100.0
3977,HF58HXP,2020-04-06,11:42,154.0,80,RUTA 9,,ERROR,74.0,70.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
3986,5777770,2021-02-01,11:42,48.0,40,AV LIBERTADOR,,PAGADA,8.0,6.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
